Voter||Weight||% Weight||Author||Rep||Permlink||vote_tstamp||Total Payout||Pending Payout||Curator Payout||Total Payout Value||Total Reward Shares||Ratio||Delegatee Vote Value||Vote Count||Created||Vote Date||Comments||json_metadata
eastmael||10000||100||freyman||53||report-autoras-es-y-posts-mas-valorados-en-la-categoria-pt-semana-3-2018||2018-01-21 11:19:24||0.621||0.621||0||0||68662453512||9.044244244657949e-12||0||3||2018-01-20 09:00:39||2018-01-21||0||"{""tags"":[""report"",""steemsql"",""steembi"",""blockchainbi"",""pt""]}"
eastmael||10000||100||utopian-io||65||re-eastmael-steem-dev-steem-goal-setter-20180120t220106768z||2018-01-21 00:59:00||0.334||0.334||0||0||39610620697||8.432081954860562e-12||0.33399999999999996||1||2018-01-20 22:01:06||2018-01-21||0||"{""tags"":[""utopian-io""]}"
eastmael||10000||100||steemdunk||52||steem-dunk-important-service-update-for-all-users||2018-01-20 21:28:00||56.497||56.497||0||0||6557723923169||8.615336763475397e-12||0.3375695519889974||391||2018-01-20 21:20:06||2018-01-20||5||"{""tags"":[""steemdunk"",""curation"",""bot""]}"
eastmael||1000||10||arcange||69||daily-hit-parade-20180119||2018-01-20 16:34:39||8.157||8.157||0||0||933202836273||8.740864989842084e-12||0.0336873490704537||58||2018-01-20 16:09:03||2018-01-20||1||"{""tags"":[""hit-parade"",""steemit""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180119-pt||2018-01-20 16:04:33||5.415||5.415||0||0||638760426445||8.477356730029447e-12||0.03267178656702044||60||2018-01-20 15:34:48||2018-01-20||1||"{""tags"":[""pt"",""statistics"",""stats"",""steemit""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180119-es||2018-01-20 15:39:33||6.952||6.952||0||0||824218905320||8.434652438966941e-12||0.03250720395860575||61||2018-01-20 15:09:45||2018-01-20||3||"{""tags"":[""spanish"",""statistics"",""stats"",""steemit""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180119-en||2018-01-20 15:04:33||7.405||7.405||0||0||879486797941||8.419682952985908e-12||0.03244923222597311||71||2018-01-20 14:34:48||2018-01-20||10||"{""tags"":[""statistics"",""stats"",""steemit""]}"
eastmael||2000||20||rt395||58||enough-bitcoin-blockstream-and-gregory-maxwell-fud||2018-01-20 14:59:30||19.922||19.922||0||0||2199578030518||9.057191753869434e-12||0.06787311619051394||20||2018-01-20 14:50:09||2018-01-20||4||"{""tags"":[""bitcoin"",""cryptocurrency"",""fud"",""crypto"",""rt395""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180119-cn||2018-01-20 14:39:21||7.465||7.465||0||0||895042720382||8.340384017439942e-12||0.032143616255731505||73||2018-01-20 14:09:48||2018-01-20||3||"{""tags"":[""cn"",""statistics"",""stats"",""steemit""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180119-kr||2018-01-20 14:04:15||7.477||7.477||0||0||897944112383||8.326798847377303e-12||0.03209125937475945||77||2018-01-20 13:34:48||2018-01-20||2||"{""tags"":[""kr"",""statistics"",""stats"",""steemit""]}"
eastmael||10000||100||nathan290595||36||re-miniature-tiger-re-nathan290595-re-miniature-tiger-financial-breakdown-of-the-steem-blockchain-steem-allocation-and-voting-use-20180120t004807573z||2018-01-20 13:53:06||0.314||0.314||0||0||37873702689||8.290713020018449e-12||0.3124213699683669||2||2018-01-20 00:48:03||2018-01-20||0||"{""tags"":[""utopian-io""]}"
eastmael||10000||100||miniature-tiger||61||re-nathan290595-re-miniature-tiger-financial-breakdown-of-the-steem-blockchain-steem-allocation-and-voting-use-20180120t003903360z||2018-01-20 13:52:57||0.321||0.321||0||0||38733212292||8.287461354355567e-12||0.31939653732789347||2||2018-01-20 00:39:03||2018-01-20||1||"{""tags"":[""utopian-io""]}"
eastmael||10000||100||crokkon||58||re-miniature-tiger-financial-breakdown-of-the-steem-blockchain-steem-allocation-and-voting-use-20180120t125712424z||2018-01-20 13:52:27||0.46||0.46||0||0||55462980269||8.293820450487196e-12||0.32674476219174775||2||2018-01-20 12:57:12||2018-01-20||1||"{""tags"":[""utopian-io""]}"
eastmael||10000||100||nathan290595||36||re-miniature-tiger-financial-breakdown-of-the-steem-blockchain-steem-allocation-and-voting-use-20180120t002041448z||2018-01-20 13:51:57||0.387||0.387||0||0||46707833390||8.285548095725963e-12||0.3317409097748775||3||2018-01-20 00:20:39||2018-01-20||2||"{""tags"":[""utopian-io""]}"
eastmael||10000||100||crokkon||58||re-miniature-tiger-financial-breakdown-of-the-steem-blockchain-steem-allocation-and-voting-use-20180120t062342329z||2018-01-20 13:51:36||0.392||0.392||0||0||47321661581||8.283732796005432e-12||0.33876273544808266||2||2018-01-20 06:23:42||2018-01-20||1||"{""tags"":[""utopian-io""]}"
eastmael||10000||100||crokkon||58||re-steemitph-blockchain-business-intelligence-bid-bot-spend-trend-and-distribution-20180120t123619718z||2018-01-20 13:50:51||1.251||1.251||0||0||150854490806||8.292759422116211e-12||0.34623411705861257||2||2018-01-20 12:36:21||2018-01-20||0||"{""tags"":[""utopian-io""]}"
eastmael||2500||25||utopian-io||65||usd5k-bounties-urgent-tasks-before-kickstarter-react-devs||2018-01-20 13:13:57||924.122||924.122||0||0||102036822274952||9.056750096644802e-12||0.09501772907673776||645||2018-01-20 12:48:15||2018-01-20||103||"{""tags"":[""utopian-io"",""tasks"",""react"",""steemdev"",""opensource""]}"
eastmael||2000||20||miniature-tiger||61||fiftywords-stories-round-up-and-genre-for-weekend-3-crime||2018-01-20 12:43:36||4.661||4.661||0||0||541039754850||8.614893745270592e-12||0.0719367336606873||44||2018-01-20 12:15:06||2018-01-20||11||"{""tags"":[""fiftywords"",""busy"",""writing"",""story"",""fiction""]}"
eastmael||2000||20||steemitph||62||blockchain-business-intelligence-bid-bot-spend-trend-and-distribution||2018-01-20 10:48:18||91.676||91.676||0||0||10366446611584||8.843531774673544e-12||0.07384592412921674||53||2018-01-20 10:41:30||2018-01-20||6||"{""tags"":[""utopian-io"",""blockchainbi"",""bidbot"",""data"",""analysis""]}"
eastmael||10000||100||monkeypattycake||53||what-is-steemit-and-how-this-platform-works-a-video-campaign-for-steemit-and-steemph-to-filipino-community||2018-01-20 01:44:18||15.717||15.717||0||0||1755802399451||8.951462878120199e-12||0.3468030668062009||36||2018-01-19 15:25:57||2018-01-20||27||"{""tags"":[""steemit"",""promo-steem"",""steemph"",""philippines"",""blog""]}"
eastmael||2000||20||miniature-tiger||61||financial-breakdown-of-the-steem-blockchain-steem-allocation-and-voting-use||2018-01-20 00:46:39||87.351||87.351||0||0||10466676421605||8.345629164544791e-12||0.06430902471539021||25||2018-01-20 00:16:12||2018-01-20||18||"{""tags"":[""utopian-io"",""steem"",""steemit"",""blockchainbi"",""analysis""]}"
eastmael||10000||100||marc02mpg||44||caylabne-descent||2018-01-19 23:51:18||0.648||0.648||0||0||78015387232||8.306053754152312e-12||0.3235761213284033||13||2018-01-19 00:40:09||2018-01-19||7||"{""tags"":[""cycling"",""philippines"",""travel"",""photography"",""ocd-resteem""]}"
eastmael||10000||100||jesta||70||re-eastmael-vessel-0-2-6-bug-cannot-add-account-to-wallet-when-behind-a-proxy-2018119t134629591z||2018-01-19 22:12:48||0.309||0.309||0||0||39170708706||7.888547596093626e-12||0.309||1||2018-01-19 18:46:30||2018-01-19||1||"{""tags"":[""utopian-io""]}"
eastmael||2000||20||steemitph||62||bulacan-steemit-meet-up-plan||2018-01-19 19:01:03||57.518||57.518||0||0||6857028419619||8.388181655399336e-12||0.06463692200535033||46||2018-01-19 18:52:12||2018-01-19||37||"{""tags"":[""steemph"",""philippines"",""sndbox"",""busy"",""meetup""]}"
eastmael||10000||100||codingdefined||61||re-eastmael-vessel-0-2-6-bug-cannot-add-account-to-wallet-when-behind-a-proxy-20180119t164607994z||2018-01-19 16:59:51||1.865||1.865||0||0||235790712019||7.90955667435161e-12||0.30305085435562884||2||2018-01-19 16:46:09||2018-01-19||3||"{""tags"":[""utopian-io""]}"
eastmael||1000||10||arcange||69||daily-hit-parade-for-newcomers-20180118||2018-01-19 16:50:39||5.313||5.313||0||0||639533982971||8.307611700817031e-12||0.032008036521884456||43||2018-01-19 16:23:39||2018-01-19||3||"{""tags"":[""hit-parade"",""steemit""]}"
eastmael||10000||100||eastmael||63||steem-dev-steem-goal-setter||2018-01-19 16:36:42||133.362||133.362||0||0||15879153679913||8.398558430018966e-12||0.327179794637971||22||2018-01-19 15:07:54||2018-01-19||3||"{""tags"":[""utopian-io"",""steemdev"",""java"",""contribution"",""development""]}"
eastmael||1000||10||arcange||69||daily-hit-parade-20180118||2018-01-19 16:35:42||5.297||5.297||0||0||668442634299||7.924389810286409e-12||0.03222773405925198||43||2018-01-19 16:08:00||2018-01-19||2||"{""tags"":[""hit-parade"",""steemit""]}"
eastmael||10000||100||helo||53||re-eastmael-steem-dev-steem-goal-setter-20180119t160021426z||2018-01-19 16:05:54||0.314||0.314||0||0||39812851472||7.886900545690209e-12||0.314||1||2018-01-19 16:00:21||2018-01-19||1||"{""tags"":[""utopian-io""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180118-pt||2018-01-19 16:00:33||6.83||6.83||0||0||863082956692||7.913491915282202e-12||0.032183413364484374||60||2018-01-19 15:33:51||2018-01-19||1||"{""tags"":[""pt"",""statistics"",""stats"",""steemit""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180118-es||2018-01-19 15:35:21||6.912||6.912||0||0||873513453822||7.912871827854516e-12||0.032180891528331514||48||2018-01-19 15:08:45||2018-01-19||6||"{""tags"":[""spanish"",""statistics"",""stats"",""steemit""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180118-en||2018-01-19 15:00:15||7.745||7.745||0||0||978710819812||7.913471316775401e-12||0.032183329592330924||80||2018-01-19 14:33:48||2018-01-19||10||"{""tags"":[""statistics"",""stats"",""steemit""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180118-cn||2018-01-19 14:39:57||6.815||6.815||0||0||825909149197||8.251512901420169e-12||0.03355811232661264||63||2018-01-19 14:08:51||2018-01-19||0||"{""tags"":[""cn"",""statistics"",""stats"",""steemit""]}"
eastmael||10000||100||sha256md5||38||re-crokkon-steemit-is-taking-its-delegated-sp-back-analysis-of-recent-steem-un-delegations-20180119t135801388z||2018-01-19 14:15:51||0.415||0.415||0||0||49276801684||8.421812816937528e-12||0.3389017202542475||3||2018-01-19 13:58:00||2018-01-19||2||"{""tags"":[""utopian-io""]}"
eastmael||10000||100||thegoldenphoenix||60||re-crokkon-steemit-is-taking-its-delegated-sp-back-analysis-of-recent-steem-un-delegations-20180119t134109395z||2018-01-19 14:15:36||0.417||0.417||0||0||49744723079||8.382798700834235e-12||0.344509026676755||2||2018-01-19 13:41:12||2018-01-19||0||"{""tags"":[""utopian-io""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180118-kr||2018-01-19 14:03:21||7.418||7.418||0||0||937478280271||7.912716652865445e-12||0.03387395836850552||74||2018-01-19 13:33:54||2018-01-19||3||"{""tags"":[""kr"",""statistics"",""stats"",""steemit""]}"
eastmael||2000||20||crokkon||59||steemit-is-taking-its-delegated-sp-back-analysis-of-recent-steem-un-delegations||2018-01-19 13:33:15||117.521||117.521||0||0||13011574279582||9.032035438203361e-12||0.0753981308005129||106||2018-01-19 13:06:00||2018-01-19||11||"{""tags"":[""utopian-io"",""blockchainbi"",""bisteemit"",""delegation"",""analysis""]}"
eastmael||10000||100||hiroyamagishi||67||re-eastmael-first-steepshot---my-audio-recording-set-2018-01-15-13-26-31-20180119t071038738z||2018-01-19 13:10:57||2.471||2.471||0||0||312526373749||7.906532720289839e-12||0.33000224906135944||2||2018-01-19 07:10:42||2018-01-19||1||"{""tags"":[""setup""]}"
eastmael||2500||25||eroche||66||steem-post-payouts-and-steem-health-part-2||2018-01-19 09:37:15||37.226||37.226||0||0||4404418542861||8.451966959484036e-12||0.08682769472364085||68||2018-01-19 09:08:09||2018-01-19||27||"{""tags"":[""stats"",""blockchainbi"",""steem"",""steemitbc"",""discussion""]}"
eastmael||10000||100||eastmael||63||vessel-0-2-6-bug-cannot-add-account-to-wallet-when-behind-a-proxy||2018-01-19 06:52:06||2.144||2.144||0||0||271063335367||7.90959056523517e-12||0.3199447954960794||12||2018-01-19 06:50:45||2018-01-19||6||"{""tags"":[""utopian-io"",""steemdev"",""bughunting"",""contribution"",""vessel""]}"
eastmael||2000||20||steemitbc||56||blogger-central-rap-rewarding-awesome-posts-project-16||2018-01-19 05:41:18||22.483||22.483||0||0||2839415343328||7.918179371971802e-12||0.06439737650751916||14||2018-01-19 05:34:45||2018-01-19||2||"{""tags"":[""community"",""news"",""minnow"",""blog"",""steemitbc""]}"
eastmael||2000||20||rt395||58||crypto-twitter-thursdays||2018-01-19 04:46:00||17.602||17.602||0||0||2149780424985||8.187812948442313e-12||0.0665902663281897||16||2018-01-19 04:37:30||2018-01-19||4||"{""tags"":[""cryptocurrency"",""bitcoin"",""twitter"",""crypto"",""rt395""]}"
eastmael||10000||100||pusteblume||56||re-paulag-cracking-steemit-in-28-days-upcoming-course-extract-week-1-on-steemit-20180119t001005880z||2018-01-19 00:50:36||0.338||0.338||0||0||43140916410||7.834789525278886e-12||0.338||1||2018-01-19 00:10:06||2018-01-19||0||"{""tags"":[""steemdev""]}"
eastmael||10000||100||mattclarke||66||re-paulag-cracking-steemit-in-28-days-upcoming-course-extract-week-1-on-steemit-20180119t004508361z||2018-01-19 00:50:15||0.475||0.475||0||0||60091006532||7.904677045924507e-12||0.3484283815062291||2||2018-01-19 00:45:12||2018-01-19||0||"{""tags"":[""steemdev""]}"
eastmael||10000||100||chrismccron||49||re-paulag-cracking-steemit-in-28-days-upcoming-course-extract-week-1-on-steemit-20180119t002015202z||2018-01-19 00:49:48||0.353||0.353||0||0||45016608428||7.841550315026323e-12||0.35300000000000004||1||2018-01-19 00:20:15||2018-01-19||0||"{""tags"":[""steemdev""]}"
eastmael||10000||100||kubbyelizabeth||61||re-paulag-cracking-steemit-in-28-days-upcoming-course-extract-week-1-on-steemit-20180119t000414111z||2018-01-19 00:49:15||0.44||0.44||0||0||53181159544||8.273606739167868e-12||0.38020908392474595||4||2018-01-19 00:04:12||2018-01-19||2||"{""tags"":[""steemdev""]}"
eastmael||2500||25||paulag||65||cracking-steemit-in-28-days-upcoming-course-extract-week-1-on-steemit||2018-01-19 00:09:57||68.998||68.998||0||0||7618153880532||9.057049920758709e-12||0.10405294697702087||153||2018-01-18 23:43:39||2018-01-19||90||"{""tags"":[""steemdev"",""witness"",""steemit"",""life"",""promo-steemit""]}"
eastmael||1000||10||arcange||69||daily-hit-parade-for-newcomers-20180117||2018-01-18 16:48:12||8.388||8.388||0||0||1009608173404||8.308173627120091e-12||0.03701099051556862||77||2018-01-18 16:18:39||2018-01-18||9||"{""tags"":[""hit-parade"",""steemit""]}"
eastmael||1000||10||arcange||69||daily-hit-parade-20180117||2018-01-18 16:33:12||7.56||7.56||0||0||955387115066||7.913022774519771e-12||0.03525068492806024||69||2018-01-18 16:06:09||2018-01-18||2||"{""tags"":[""hit-parade"",""steemit""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180117-pt||2018-01-18 15:58:09||6.497||6.497||0||0||821075814451||7.912789398557697e-12||0.035081025071518494||70||2018-01-18 15:31:48||2018-01-18||1||"{""tags"":[""pt"",""statistics"",""stats"",""steemit""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180117-es||2018-01-18 15:32:54||5.68||5.68||0||0||718895904574||7.901004810099492e-12||0.035028778585186486||62||2018-01-18 15:06:51||2018-01-18||4||"{""tags"":[""spanish"",""statistics"",""stats"",""steemit""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180117-en||2018-01-18 14:57:45||8.781||8.781||0||0||1109635558180||7.913408988445184e-12||0.03508377199770118||81||2018-01-18 14:30:57||2018-01-18||9||"{""tags"":[""statistics"",""stats"",""steemit""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180117-cn||2018-01-18 14:32:39||7.881||7.881||0||0||955148730087||8.251071013078934e-12||0.03658078264151225||69||2018-01-18 14:05:54||2018-01-18||0||"{""tags"":[""cn"",""statistics"",""stats"",""steemit""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180117-kr||2018-01-18 14:00:51||5.985||5.985||0||0||757406883308||7.901961458100713e-12||0.03503194396884054||72||2018-01-18 13:30:51||2018-01-18||0||"{""tags"":[""kr"",""statistics"",""stats"",""steemit""]}"
eastmael||10000||100||cryptoctopus||73||learning-to-code-for-steem-how-to-avoid-cognitive-overload-while-elearning||2018-01-18 13:47:42||249.068||249.068||0||0||29694694536021||8.387626271011791e-12||0.36206498719580016||439||2018-01-18 13:26:27||2018-01-18||110||"{""tags"":[""steemdev"",""elearning""]}"
eastmael||10000||100||paulag||65||steemit-2017-round-up-analysing-the-life-category||2018-01-18 13:23:45||130.055||130.055||0||0||15687304215586||8.290462033035916e-12||0.3636740504403154||99||2018-01-18 13:14:15||2018-01-18||13||"{""tags"":[""utopian-io"",""life"",""steemit"",""stats"",""blockchainbi""]}"
eastmael||10000||100||hiroyamagishi||67||fresh-cryptocurrency-news-and-ideas||2018-01-18 11:29:57||53.922||53.922||0||0||5997607028161||8.990585703067258e-12||0.3964838656695258||44||2018-01-17 10:18:45||2018-01-18||21||"{""tags"":[""cryptocurrency"",""bitcoin"",""altcoin"",""news"",""philippines""]}"
eastmael||10000||100||darthnava||68||favio-the-former-drug-lord-now-steem-lord-threatens-another-crypto-trader-zg1hbmlh-t53jt||2018-01-18 11:28:57||38.664||38.664||0||0||4722243536294||8.187633632792978e-12||0.3687155382610436||47||2018-01-17 14:03:48||2018-01-18||14||"{""tags"":[""dmania"",""meme"",""funny"",""humor"",""steem""]}"
eastmael||10000||100||cryptopie||69||dear-diary-i-am-quite-sad-to-learn-that-my-parathyroid-is-still-overactive-so-i-have-to-insist-for-a-parathyroidectomy||2018-01-18 11:28:03||62.579||62.579||0||0||7517077972264||8.32491032165686e-12||0.38072497318576043||65||2018-01-18 10:06:33||2018-01-18||14||"{""tags"":[""untalented"",""steemit"",""life"",""health"",""steemph""]}"
eastmael||10000||100||ladyselene07||32||re-eastmael-re-ladyselene07-wonders-of-vitamin-c-20180117t084732843z||2018-01-18 11:25:57||0.371||0.371||0||0||46666553222||7.950019326156267e-12||0.37100000000000005||1||2018-01-17 08:47:33||2018-01-18||0||"{""tags"":[""life""]}"
eastmael||2000||20||steemitph||62||a-mid-life-break||2018-01-18 10:58:24||42.076||42.076||0||0||5313857605366||7.918164754266492e-12||0.0739026913819411||46||2018-01-18 10:51:27||2018-01-18||5||"{""tags"":[""philippines"",""steemph"",""sndbox"",""life""]}"
eastmael||2500||25||eroche||66||steem-post-payouts-and-steem-health||2018-01-18 07:42:42||50.915||50.915||0||0||6050579784231||8.414896062141763e-12||0.09619378428867094||88||2018-01-18 07:16:21||2018-01-18||40||"{""tags"":[""stats"",""blockchainbi"",""steem"",""steemitbc"",""discussion""]}"
eastmael||5100||51||kennyroy||58||a-role-model-steemian-by-anomadsoul-or-this-is-for-all-people-behind-me-this-is-for-all-of-you||2018-01-18 07:36:21||11.725||11.725||0||0||1406233888261||8.33787330676518e-12||0.19646212616106673||64||2018-01-18 07:22:06||2018-01-18||30||"{""tags"":[""rolemodel"",""community"",""steemit"",""steemph"",""philippines""]}"
eastmael||2000||20||rt395||58||growing-a-community-p-2-hosting-a-meetup-in-oc-california-1-24-2017||2018-01-18 01:36:18||27.013||27.013||0||0||3412929898833||7.914900335115788e-12||0.07016672740146776||32||2018-01-18 01:28:30||2018-01-18||12||"{""tags"":[""steemit"",""community"",""meetup"",""steemitbc""]}"
eastmael||2000||20||miniature-tiger||61||geographical-analysis-of-uk-steem-accounts||2018-01-18 00:56:15||107.056||107.056||0||0||13488347892286||7.936924585198862e-12||0.07036197553933053||31||2018-01-18 00:27:15||2018-01-18||18||"{""tags"":[""utopian-io"",""analysis"",""uk"",""steemit"",""promo-uk""]}"
eastmael||5100||51||folly-pandy||45||albino-are-humans-too-18f4500dae6d4||2018-01-17 23:54:15||2.956||2.956||0||0||371839255410||7.949671684719341e-12||0.17981724382301414||15||2018-01-16 09:00:12||2018-01-17||8||"{""tags"":[""air-clinic"",""stach"",""contest"",""health"",""esteem""]}"
eastmael||10000||100||folly-pandy||45||my-educational-utopia-65c4f6af00f79||2018-01-17 23:53:54||5.886||5.886||0||0||737259337887||7.983622176789776e-12||0.35930866797879185||36||2018-01-14 13:57:24||2018-01-17||11||"{""tags"":[""writing"",""education""]}"
eastmael||2500||25||jefpatat||62||the-gridcoin-mining-experiment-will-the-crash-have-influence||2018-01-17 21:15:57||144.501||144.501||0||0||15953976016067||9.057366004215833e-12||0.10138029823905167||64||2018-01-17 20:49:51||2018-01-17||9||"{""tags"":[""utopian-io"",""gridcoin"",""beyondbitcoin"",""mining"",""tkc""]}"
eastmael||1000||10||arcange||69||daily-hit-parade-for-newcomers-20180116||2018-01-17 16:44:33||22.7||22.7||0||0||2736963087059||8.29386413990415e-12||0.036746918600817774||84||2018-01-17 16:14:54||2018-01-17||12||"{""tags"":[""hit-parade"",""steemit""]}"
eastmael||2000||20||surpassinggoogle||69||steemgigs-our-steem-based-freelance-marketplace-where-everyone-has-something-to-offer-is-now-on-utopian-io-join-us-in-bringing||2018-01-17 16:34:33||980.353||980.353||0||0||109036299202704||8.991070012175249e-12||0.07757530877675971||1367||2018-01-17 16:24:48||2018-01-17||625||"{""tags"":[""steemgigs"",""witness-category"",""philippines"",""steem"",""nigeria""]}"
eastmael||1000||10||arcange||69||daily-hit-parade-20180116||2018-01-17 16:29:30||8.1||8.1||0||0||1018344292109||7.95408788831607e-12||0.035241500854760695||67||2018-01-17 16:02:03||2018-01-17||4||"{""tags"":[""hit-parade"",""steemit""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180116-pt||2018-01-17 16:04:21||7.609||7.609||0||0||956563767428||7.95451412555486e-12||0.0352433893478508||69||2018-01-17 15:37:51||2018-01-17||5||"{""tags"":[""pt"",""statistics"",""stats"",""steemit""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180116-es||2018-01-17 15:29:12||6.175||6.175||0||0||776312061836||7.954275482202287e-12||0.03524233201104087||66||2018-01-17 15:02:45||2018-01-17||3||"{""tags"":[""spanish"",""statistics"",""stats"",""steemit""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180116-en||2018-01-17 15:04:00||8.924||8.924||0||0||1121881218287||7.954496300086075e-12||0.03524331037006199||83||2018-01-17 14:37:45||2018-01-17||9||"{""tags"":[""statistics"",""stats"",""steemit""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180116-cn||2018-01-17 14:29:27||9.399||9.399||0||0||1139062640836||8.251521613509971e-12||0.036559315169592786||74||2018-01-17 14:02:51||2018-01-17||0||"{""tags"":[""cn"",""statistics"",""stats"",""steemit""]}"
eastmael||1000||10||arcange||69||steemit-statistics-20180116-kr||2018-01-17 14:03:54||7.079||7.079||0||0||889962714777||7.95426581637614e-12||0.035242289185486865||73||2018-01-17 13:37:45||2018-01-17||2||"{""tags"":[""kr"",""statistics"",""stats"",""steemit""]}"
eastmael||10000||100||zararina||62||this-is-serious-zg1hbmlh-4d89k||2018-01-17 14:01:24||1.228||1.228||0||0||150994403039||8.132751779433988e-12||0.34895204656492385||15||2018-01-17 13:57:06||2018-01-17||7||"{""tags"":[""dmania"",""meme"",""funny"",""cat""]}"
eastmael||10000||100||ladyselene07||32||a-great-night-qin-singapore||2018-01-17 13:06:06||0.547||0.547||0||0||67783137834||8.06985361668555e-12||0.3518987084070995||9||2018-01-17 11:33:39||2018-01-17||5||"{""tags"":[""photography"",""travel"",""life""]}"
eastmael||2500||25||jefpatat||62||steemmakers-website-now-has-pagination||2018-01-17 11:33:12||133.797||133.797||0||0||16857631542060||7.93688008105853e-12||0.08698774764311512||21||2018-01-17 11:07:00||2018-01-17||10||"{""tags"":[""utopian-io"",""steemmakers"",""steemdev"",""diy"",""community""]}"
eastmael||10000||100||byd||64||an-indoor-playground-for-kids||2018-01-17 09:21:45||23.882||23.882||0||0||3020444109781||7.906784278068164e-12||0.3411002422404714||19||2018-01-17 07:58:42||2018-01-17||5||"{""tags"":[""steepshot""]}"
eastmael||10000||100||rye05||61||promoting-steemit-first-day-of-the-campaign||2018-01-17 08:49:30||93.764||93.764||0||0||11813602718250||7.936952192843815e-12||0.3479541519444178||26||2018-01-16 22:15:03||2018-01-17||10||"{""tags"":[""utopian-io"",""promo-steem"",""steemit""]}"
eastmael||10000||100||ladyselene07||32||wonders-of-vitamin-c||2018-01-17 08:42:06||0.567||0.567||0||0||70273985835||8.068419533385927e-12||0.3593620803840804||7||2018-01-17 08:19:51||2018-01-17||6||"{""tags"":[""life"",""health"",""love"",""medicalresearch""]}"
eastmael||2000||20||jassennessaj||67||old-fashioned-christmas-tree-made-out-of-mx3||2018-01-17 08:37:48||51.466||51.466||0||0||6460599934972||7.966133256666829e-12||0.0724473631814242||52||2018-01-17 08:30:39||2018-01-17||10||"{""tags"":[""recycled"",""photography"",""philippines"",""creativity"",""post-christmas""]}"
eastmael||2000||20||steemitbc||56||get-paid-to-rant-9-all-rants-win-plus-5-sbd-grand-prize||2018-01-17 06:57:30||12.422||12.422||0||0||1469409565028||8.453735633443557e-12||0.07491049526609997||38||2018-01-17 06:48:03||2018-01-17||70||"{""tags"":[""contest"",""community"",""funny"",""rant"",""steemitbc""]}"
eastmael||2000||20||jassennessaj||67||unfortunate-things-happened-and-a-glimpse-of-hope-for-sinulog-shirt-printing||2018-01-17 05:30:21||47.181||47.181||0||0||5965180280220||7.909400518279043e-12||0.07008701664838818||71||2018-01-17 05:21:15||2018-01-17||22||"{""tags"":[""life"",""steemit"",""unfortunate"",""cebu"",""philippines""]}"
eastmael||2000||20||steemitph||62||what-i-bought-with-my-steemit-earnings||2018-01-17 02:29:33||40.881||40.881||0||0||5163042203422||7.918006165609993e-12||0.06831627147563053||77||2018-01-16 12:31:39||2018-01-17||45||"{""tags"":[""steemph"",""philippines"",""sndbox"",""busy"",""steempower""]}"
eastmael||10000||100||paulag||65||steemit-2017-round-up-analyzing-the-blog-category||2018-01-17 00:30:06||106.453||106.453||0||0||13277197422293||8.017731198397392e-12||0.34586677296610774||86||2018-01-16 22:45:30||2018-01-17||23||"{""tags"":[""utopian-io"",""blog"",""stats"",""blockchainbi"",""steemit""]}"
eastmael||10000||100||remuslord||46||22yb28f4||2018-01-17 00:25:36||3.275||3.275||0||0||416327319789||7.866406657290259e-12||0.34484176902127545||15||2018-01-16 17:10:27||2018-01-17||12||"{""tags"":[""dtube"",""blockchainbi"",""stats"",""data"",""steemit-austria""]}"
eastmael||10000||100||inquiringtimes||63||steem-web-resources-tools-apps-communities-ect||2018-01-16 14:58:51||533.433||533.433||0||0||59058080876314||9.032345651684394e-12||0.37067973007269683||446||2018-01-15 18:00:48||2018-01-16||184||"{""tags"":[""steemdev"",""witness"",""steem"",""steemit"",""minnowsupport""]}"
eastmael||10000||100||eastmael||63||re-rt395-growing-a-community-with-help-from-other-communities-in-japan-20180113t060311243z||2018-01-16 14:20:09||0.329||0||0.079||0.25||41719578546||7.88598570422385e-12||0.329||1||2018-01-13 06:03:12||2018-01-16||2||"{""tags"":[""japan""]}"
eastmael||10000||100||eastmael||63||re-paulag-manual-voting-and-bots-v-s-steemvoter-blockchain-business-intelligence-20180111t060326755z||2018-01-16 14:18:57||0.345||0||0.083||0.262||42418789360||8.133188268812959e-12||0.345||1||2018-01-11 06:03:27||2018-01-16||0||"{""tags"":[""curation""]}"
